GenderSelect,Country,FormalEducation,Tenure,JobFunctionSelect,AlgorithmUnderstandingLevel,WorkDataVisualizations,CompensationUSD,LearningStyle
Male,Spain,Master's degree,3 to 5 years,Build and/or run a machine learning service that operationally improves your product or workflows,"Enough to code it again from scratch, albeit it may run slowly",10-25% of projects,50224.692,ClassroomLearner
Male,Spain,Doctoral degree,6 to 10 years,Research that advances the state of the art of machine learning,Enough to explain the algorithm to someone non-technical,Less than 10% of projects,41853.91,SelfLearner
Male,Germany,Doctoral degree,More than 10 years,Build and/or run a machine learning service that operationally improves your product or workflows,"Enough to code it again from scratch, albeit it may run slowly",100% of projects,107624.34,MixLearner
Male,Finland,Master's degree,More than 10 years,Build and/or run a machine learning service that operationally improves your product or workflows,Enough to code it from scratch and it will run blazingly fast and be super efficient,100% of projects,89686.95,SelfLearner
Male,Russia,Master's degree,More than 10 years,Build and/or run a machine learning service that operationally improves your product or workflows,"Enough to code it again from scratch, albeit it may run slowly",10-25% of projects,27503.998,JobLearner
Male,Spain,Master's degree,1 to 2 years,Build prototypes to explore applying machine learning to new areas,Enough to tune the parameters properly,51-75% of projects,95666.08,SelfLearner
Male,Germany,Doctoral degree,6 to 10 years,Other,"Enough to code it again from scratch, albeit it may run slowly",100% of projects,74141.212,ClassroomLearner
Male,Italy,Bachelor's degree,3 to 5 years,Build and/or run a machine learning service that operationally improves your product or workflows,"Enough to code it again from scratch, albeit it may run slowly",51-75% of projects,35874.78,ClassroomLearner
Male,Spain,Master's degree,1 to 2 years,Analyze and understand data to influence product or business decisions,Enough to explain the algorithm to someone non-technical,Less than 10% of projects,41853.91,JobLearner
Male,Portugal,Doctoral degree,6 to 10 years,Build prototypes to explore applying machine learning to new areas,Enough to explain the algorithm to someone non-technical,51-75% of projects,21524.868,ClassroomLearner
Male,Spain,Master's degree,More than 10 years,Analyze and understand data to influence product or business decisions,Enough to refine and innovate on the algorithm,100% of projects,35874.78,MixLearner
Male,Finland,Doctoral degree,3 to 5 years,Build prototypes to explore applying machine learning to new areas,Enough to run the code / standard library,Less than 10% of projects,119582.6,ClassroomLearner
Male,Germany,Doctoral degree,More than 10 years,Build prototypes to explore applying machine learning to new areas,Enough to refine and innovate on the algorithm,10-25% of projects,71749.56,MixLearner
Male,Germany,Bachelor's degree,More than 10 years,Analyze and understand data to influence product or business decisions,Enough to explain the algorithm to someone non-technical,100% of projects,93274.428,MixLearner
Male,Spain,Master's degree,3 to 5 years,Build and/or run a machine learning service that operationally improves your product or workflows,Enough to explain the algorithm to someone non-technical,100% of projects,49028.866,MixLearner
Male,Italy,Master's degree,Less than a year,Build and/or run a machine learning service that operationally improves your product or workflows,Enough to explain the algorithm to someone non-technical,Less than 10% of projects,35874.78,SelfLearner
Male,Finland,Master's degree,1 to 2 years,Build prototypes to explore applying machine learning to new areas,Enough to tune the parameters properly,100% of projects,35874.78,MixLearner
Male,France,Master's degree,3 to 5 years,Analyze and understand data to influence product or business decisions,Enough to run the code / standard library,10-25% of projects,155457.38,SelfLearner
Male,Italy,Doctoral degree,6 to 10 years,Research that advances the state of the art of machine learning,"Enough to code it again from scratch, albeit it may run slowly",Less than 10% of projects,29895.65,MixLearner
Male,France,Master's degree,More than 10 years,Analyze and understand data to influence product or business decisions,Enough to explain the algorithm to someone non-technical,26-50% of projects,107624.34,SelfLearner
Male,Germany,Master's degree,3 to 5 years,Build and/or run a machine learning service that operationally improves your product or workflows,Enough to refine and innovate on the algorithm,Less than 10% of projects,64574.604,JobLearner
Male,Germany,Master's degree,1 to 2 years,Analyze and understand data to influence product or business decisions,"Enough to code it again from scratch, albeit it may run slowly",26-50% of projects,17937.39,ClassroomLearner
Male,Belgium,Master's degree,Less than a year,Analyze and understand data to influence product or business decisions,Enough to run the code / standard library,10-25% of projects,66966.256,ClassroomLearner
Male,Germany,Master's degree,More than 10 years,Analyze and understand data to influence product or business decisions,Enough to explain the algorithm to someone non-technical,76-99% of projects,107624.34,MixLearner
Male,France,Professional degree,Less than a year,Analyze and understand data to influence product or business decisions,Enough to tune the parameters properly,10-25% of projects,21524.868,ClassroomLearner
Male,Netherlands,Master's degree,6 to 10 years,"Build and/or run the data infrastructure that your business uses for storing, analyzing, and operationalizing data",Enough to explain the algorithm to someone non-technical,10-25% of projects,113603.47,ClassroomLearner
Male,Germany,Master's degree,3 to 5 years,Build prototypes to explore applying machine learning to new areas,Enough to tune the parameters properly,10-25% of projects,203290.42,ClassroomLearner
Male,Spain,Master's degree,3 to 5 years,Analyze and understand data to influence product or business decisions,Enough to tune the parameters properly,51-75% of projects,41853.91,ClassroomLearner
Male,Netherlands,Master's degree,6 to 10 years,"Build and/or run the data infrastructure that your business uses for storing, analyzing, and operationalizing data",Enough to code it from scratch and it will run blazingly fast and be super efficient,51-75% of projects,43049.736,ClassroomLearner
Male,France,Doctoral degree,6 to 10 years,Research that advances the state of the art of machine learning,Enough to refine and innovate on the algorithm,76-99% of projects,35874.78,MixLearner
Male,Germany,Doctoral degree,More than 10 years,Analyze and understand data to influence product or business decisions,"Enough to code it again from scratch, albeit it may run slowly",100% of projects,119582.6,SelfLearner
Male,Spain,Bachelor's degree,1 to 2 years,"Build and/or run the data infrastructure that your business uses for storing, analyzing, and operationalizing data",Enough to explain the algorithm to someone non-technical,100% of projects,31091.476,MixLearner
Male,France,Master's degree,3 to 5 years,Research that advances the state of the art of machine learning,Enough to refine and innovate on the algorithm,10-25% of projects,35874.78,ClassroomLearner
Male,Finland,Master's degree,3 to 5 years,Analyze and understand data to influence product or business decisions,Enough to tune the parameters properly,100% of projects,71749.56,MixLearner
Male,Germany,Master's degree,6 to 10 years,Other,Enough to refine and innovate on the algorithm,100% of projects,77728.69,SelfLearner
Male,Finland,Master's degree,3 to 5 years,Analyze and understand data to influence product or business decisions,Enough to explain the algorithm to someone non-technical,76-99% of projects,59791.3,MixLearner
Male,Other,Doctoral degree,3 to 5 years,Research that advances the state of the art of machine learning,Enough to explain the algorithm to someone non-technical,26-50% of projects,23916.52,ClassroomLearner
Male,Germany,Doctoral degree,3 to 5 years,Build prototypes to explore applying machine learning to new areas,Enough to explain the algorithm to someone non-technical,26-50% of projects,71749.56,SelfLearner
Male,Germany,Master's degree,6 to 10 years,Build and/or run a machine learning service that operationally improves your product or workflows,Enough to explain the algorithm to someone non-technical,51-75% of projects,22481.5288,ClassroomLearner
Male,Netherlands,Master's degree,More than 10 years,Build prototypes to explore applying machine learning to new areas,"Enough to code it again from scratch, albeit it may run slowly",100% of projects,119582.6,MixLearner
Male,Italy,Doctoral degree,6 to 10 years,Research that advances the state of the art of machine learning,"Enough to code it again from scratch, albeit it may run slowly",Less than 10% of projects,35874.78,ClassroomLearner
Male,Spain,Master's degree,3 to 5 years,Research that advances the state of the art of machine learning,Enough to tune the parameters properly,Less than 10% of projects,37070.606,MixLearner
Female,Other,Doctoral degree,6 to 10 years,Build prototypes to explore applying machine learning to new areas,"Enough to code it again from scratch, albeit it may run slowly",51-75% of projects,82511.994,MixLearner
Male,Germany,Bachelor's degree,1 to 2 years,"Build and/or run the data infrastructure that your business uses for storing, analyzing, and operationalizing data",Enough to explain the algorithm to someone non-technical,Less than 10% of projects,81316.168,ClassroomLearner
Male,Portugal,Doctoral degree,3 to 5 years,Research that advances the state of the art of machine learning,Enough to refine and innovate on the algorithm,10-25% of projects,14349.912,MixLearner
Male,France,Doctoral degree,More than 10 years,Analyze and understand data to influence product or business decisions,Enough to explain the algorithm to someone non-technical,10-25% of projects,65770.43,ClassroomLearner
Male,France,Master's degree,6 to 10 years,Analyze and understand data to influence product or business decisions,Enough to explain the algorithm to someone non-technical,100% of projects,131540.86,MixLearner
Male,Greece,Master's degree,More than 10 years,Analyze and understand data to influence product or business decisions,Enough to refine and innovate on the algorithm,10-25% of projects,35874.78,ClassroomLearner
Male,Other,Doctoral degree,More than 10 years,Build and/or run a machine learning service that operationally improves your product or workflows,Enough to explain the algorithm to someone non-technical,Less than 10% of projects,107624.34,JobLearner
Female,Ireland,Doctoral degree,More than 10 years,Other,Enough to explain the algorithm to someone non-technical,None,89686.95,ClassroomLearner
Male,Spain,Master's degree,6 to 10 years,Build prototypes to explore applying machine learning to new areas,Enough to run the code / standard library,76-99% of projects,71749.56,MixLearner
Male,Spain,Bachelor's degree,Less than a year,Analyze and understand data to influence product or business decisions,Enough to run the code / standard library,51-75% of projects,33483.128,ClassroomLearner
Male,Netherlands,Bachelor's degree,1 to 2 years,Analyze and understand data to influence product or business decisions,Enough to run the code / standard library,51-75% of projects,65770.43,SelfLearner
Male,France,Doctoral degree,1 to 2 years,Build prototypes to explore applying machine learning to new areas,Enough to code it from scratch and it will run blazingly fast and be super efficient,51-75% of projects,41853.91,MixLearner
Female,France,Master's degree,1 to 2 years,Analyze and understand data to influence product or business decisions,Enough to explain the algorithm to someone non-technical,76-99% of projects,41853.91,ClassroomLearner
Male,France,Master's degree,1 to 2 years,Build prototypes to explore applying machine learning to new areas,Enough to explain the algorithm to someone non-technical,76-99% of projects,51420.518,SelfLearner
Male,Germany,Master's degree,3 to 5 years,Analyze and understand data to influence product or business decisions,Enough to explain the algorithm to someone non-technical,100% of projects,39462.258,ClassroomLearner
Male,Netherlands,Master's degree,3 to 5 years,Analyze and understand data to influence product or business decisions,Enough to refine and innovate on the algorithm,Less than 10% of projects,71749.56,MixLearner
Male,Netherlands,Doctoral degree,More than 10 years,Analyze and understand data to influence product or business decisions,"Enough to code it again from scratch, albeit it may run slowly",Less than 10% of projects,298956.5,ClassroomLearner
Male,Italy,Master's degree,6 to 10 years,Build prototypes to explore applying machine learning to new areas,"Enough to code it again from scratch, albeit it may run slowly",26-50% of projects,49028.866,MixLearner
Male,Belgium,Master's degree,6 to 10 years,Build prototypes to explore applying machine learning to new areas,Enough to explain the algorithm to someone non-technical,76-99% of projects,137519.99,ClassroomLearner
Male,France,Doctoral degree,6 to 10 years,Build prototypes to explore applying machine learning to new areas,Enough to refine and innovate on the algorithm,51-75% of projects,41853.91,MixLearner
Male,Netherlands,Master's degree,6 to 10 years,Analyze and understand data to influence product or business decisions,Enough to explain the algorithm to someone non-technical,76-99% of projects,89686.95,ClassroomLearner
Male,Italy,Doctoral degree,3 to 5 years,Research that advances the state of the art of machine learning,Enough to refine and innovate on the algorithm,76-99% of projects,47833.04,MixLearner
Male,Netherlands,Doctoral degree,Less than a year,Build prototypes to explore applying machine learning to new areas,Enough to tune the parameters properly,26-50% of projects,83707.82,MixLearner
Male,Belgium,Doctoral degree,More than 10 years,"Build and/or run the data infrastructure that your business uses for storing, analyzing, and operationalizing data",Enough to explain the algorithm to someone non-technical,76-99% of projects,107624.34,MixLearner
Male,Other,Master's degree,More than 10 years,Build prototypes to explore applying machine learning to new areas,Enough to explain the algorithm to someone non-technical,100% of projects,53812.17,SelfLearner
Male,Germany,Doctoral degree,3 to 5 years,Build and/or run a machine learning service that operationally improves your product or workflows,Enough to tune the parameters properly,51-75% of projects,83707.82,MixLearner
Male,France,Doctoral degree,More than 10 years,Analyze and understand data to influence product or business decisions,Enough to refine and innovate on the algorithm,100% of projects,52616.344,SelfLearner
Male,Italy,Doctoral degree,More than 10 years,Research that advances the state of the art of machine learning,"Enough to code it again from scratch, albeit it may run slowly",76-99% of projects,23318.607,SelfLearner
Male,Other,Doctoral degree,6 to 10 years,Build prototypes to explore applying machine learning to new areas,"Enough to code it again from scratch, albeit it may run slowly",100% of projects,83707.82,JobLearner
Male,Italy,Master's degree,3 to 5 years,Analyze and understand data to influence product or business decisions,Enough to tune the parameters properly,100% of projects,19133.216,ClassroomLearner
Female,Finland,Master's degree,6 to 10 years,Build prototypes to explore applying machine learning to new areas,"Enough to code it again from scratch, albeit it may run slowly",100% of projects,35874.78,MixLearner
Male,Italy,Master's degree,More than 10 years,Build prototypes to explore applying machine learning to new areas,Enough to explain the algorithm to someone non-technical,26-50% of projects,179373.9,SelfLearner
Female,Spain,Master's degree,3 to 5 years,Build and/or run a machine learning service that operationally improves your product or workflows,Enough to explain the algorithm to someone non-technical,51-75% of projects,36472.693,MixLearner
Male,France,Master's degree,3 to 5 years,Build prototypes to explore applying machine learning to new areas,"Enough to code it again from scratch, albeit it may run slowly",26-50% of projects,59791.3,ClassroomLearner
Male,Spain,Doctoral degree,6 to 10 years,Build prototypes to explore applying machine learning to new areas,"Enough to code it again from scratch, albeit it may run slowly",76-99% of projects,21524.868,MixLearner
Male,Germany,Master's degree,More than 10 years,Build prototypes to explore applying machine learning to new areas,"Enough to code it again from scratch, albeit it may run slowly",10-25% of projects,86099.472,MixLearner
Male,France,Master's degree,6 to 10 years,Build prototypes to explore applying machine learning to new areas,"Enough to code it again from scratch, albeit it may run slowly",51-75% of projects,71749.56,MixLearner
Male,Netherlands,Master's degree,3 to 5 years,Build prototypes to explore applying machine learning to new areas,Enough to explain the algorithm to someone non-technical,76-99% of projects,53812.17,MixLearner
Male,Belgium,Doctoral degree,3 to 5 years,Analyze and understand data to influence product or business decisions,"Enough to code it again from scratch, albeit it may run slowly",26-50% of projects,65531.2648,MixLearner
Male,Germany,Doctoral degree,6 to 10 years,"Build and/or run the data infrastructure that your business uses for storing, analyzing, and operationalizing data","Enough to code it again from scratch, albeit it may run slowly",51-75% of projects,77728.69,MixLearner
Male,Germany,Doctoral degree,More than 10 years,Build prototypes to explore applying machine learning to new areas,"Enough to code it again from scratch, albeit it may run slowly",10-25% of projects,107624.34,MixLearner
Female,Germany,Master's degree,6 to 10 years,Research that advances the state of the art of machine learning,Enough to refine and innovate on the algorithm,76-99% of projects,55007.996,ClassroomLearner
Male,Greece,Doctoral degree,More than 10 years,Analyze and understand data to influence product or business decisions,Enough to explain the algorithm to someone non-technical,Less than 10% of projects,32287.302,MixLearner
Male,Italy,Doctoral degree,1 to 2 years,Analyze and understand data to influence product or business decisions,Enough to run the code / standard library,51-75% of projects,23916.52,ClassroomLearner
Male,Germany,Master's degree,3 to 5 years,Build and/or run a machine learning service that operationally improves your product or workflows,"Enough to code it again from scratch, albeit it may run slowly",100% of projects,69357.908,ClassroomLearner
Male,Germany,Doctoral degree,1 to 2 years,Other,Enough to explain the algorithm to someone non-technical,100% of projects,41853.91,ClassroomLearner
Male,Germany,Master's degree,More than 10 years,Analyze and understand data to influence product or business decisions,Enough to code it from scratch and it will run blazingly fast and be super efficient,51-75% of projects,117190.948,MixLearner
Male,Romania,Bachelor's degree,Less than a year,Build and/or run a machine learning service that operationally improves your product or workflows,Enough to explain the algorithm to someone non-technical,Less than 10% of projects,71749.56,ClassroomLearner
Male,Other,Master's degree,1 to 2 years,Build and/or run a machine learning service that operationally improves your product or workflows,Enough to explain the algorithm to someone non-technical,10-25% of projects,29895.65,SelfLearner
Male,Germany,Master's degree,1 to 2 years,Build prototypes to explore applying machine learning to new areas,Enough to tune the parameters properly,Less than 10% of projects,51420.518,MixLearner
Female,Belgium,Doctoral degree,6 to 10 years,Analyze and understand data to influence product or business decisions,"Enough to code it again from scratch, albeit it may run slowly",Less than 10% of projects,65770.43,MixLearner
Male,Spain,Doctoral degree,6 to 10 years,Build prototypes to explore applying machine learning to new areas,Enough to explain the algorithm to someone non-technical,100% of projects,53812.17,ClassroomLearner
Male,Other,Doctoral degree,1 to 2 years,Analyze and understand data to influence product or business decisions,Enough to run the code / standard library,10-25% of projects,41853.91,MixLearner
Male,Belgium,Master's degree,1 to 2 years,Research that advances the state of the art of machine learning,Enough to explain the algorithm to someone non-technical,76-99% of projects,28699.824,ClassroomLearner
Female,Germany,Master's degree,1 to 2 years,Build prototypes to explore applying machine learning to new areas,Enough to explain the algorithm to someone non-technical,76-99% of projects,59791.3,ClassroomLearner
Female,Spain,Master's degree,1 to 2 years,Analyze and understand data to influence product or business decisions,Enough to explain the algorithm to someone non-technical,100% of projects,35874.78,ClassroomLearner
Male,Germany,Master's degree,1 to 2 years,"Build and/or run the data infrastructure that your business uses for storing, analyzing, and operationalizing data","Enough to code it again from scratch, albeit it may run slowly",Less than 10% of projects,113603.47,MixLearner
Male,Germany,Bachelor's degree,3 to 5 years,Analyze and understand data to influence product or business decisions,Enough to explain the algorithm to someone non-technical,76-99% of projects,65770.43,SelfLearner
Male,Chile,Professional degree,Less than a year,Build prototypes to explore applying machine learning to new areas,Enough to explain the algorithm to someone non-technical,100% of projects,33483.128,MixLearner
Male,Germany,Master's degree,6 to 10 years,Build and/or run a machine learning service that operationally improves your product or workflows,Enough to explain the algorithm to someone non-technical,Less than 10% of projects,71749.56,MixLearner
Male,Italy,Master's degree,3 to 5 years,Analyze and understand data to influence product or business decisions,Enough to tune the parameters properly,51-75% of projects,39462.258,ClassroomLearner
Male,Portugal,Bachelor's degree,3 to 5 years,Build and/or run a machine learning service that operationally improves your product or workflows,Enough to code it from scratch and it will run blazingly fast and be super efficient,10-25% of projects,71749.56,ClassroomLearner
Male,Netherlands,Doctoral degree,More than 10 years,Analyze and understand data to influence product or business decisions,Enough to explain the algorithm to someone non-technical,51-75% of projects,71749.56,ClassroomLearner
Male,Italy,Master's degree,3 to 5 years,"Build and/or run the data infrastructure that your business uses for storing, analyzing, and operationalizing data",Enough to explain the algorithm to someone non-technical,51-75% of projects,107624.34,ClassroomLearner
Male,France,Master's degree,More than 10 years,Build prototypes to explore applying machine learning to new areas,Enough to explain the algorithm to someone non-technical,100% of projects,65770.43,ClassroomLearner
Male,Germany,Bachelor's degree,6 to 10 years,Other,Enough to explain the algorithm to someone non-technical,76-99% of projects,100449.384,MixLearner
Male,Poland,Master's degree,Less than a year,"Build and/or run the data infrastructure that your business uses for storing, analyzing, and operationalizing data",Enough to explain the algorithm to someone non-technical,Less than 10% of projects,35419.104,ClassroomLearner
Male,Poland,Doctoral degree,6 to 10 years,Other,Enough to tune the parameters properly,51-75% of projects,16866.24,SelfLearner
Male,Poland,Bachelor's degree,Less than a year,"Build and/or run the data infrastructure that your business uses for storing, analyzing, and operationalizing data","Enough to code it again from scratch, albeit it may run slowly",100% of projects,14055.2,MixLearner
Male,Poland,Master's degree,3 to 5 years,Build and/or run a machine learning service that operationally improves your product or workflows,Enough to explain the algorithm to someone non-technical,10-25% of projects,23612.736,SelfLearner
Male,Poland,Master's degree,3 to 5 years,"Build and/or run the data infrastructure that your business uses for storing, analyzing, and operationalizing data",Enough to explain the algorithm to someone non-technical,51-75% of projects,28110.4,ClassroomLearner
Male,Poland,Bachelor's degree,6 to 10 years,Build prototypes to explore applying machine learning to new areas,"Enough to code it again from scratch, albeit it may run slowly",Less than 10% of projects,33732.48,MixLearner
Male,Poland,Master's degree,More than 10 years,Build and/or run a machine learning service that operationally improves your product or workflows,"Enough to code it again from scratch, albeit it may run slowly",10-25% of projects,36543.52,SelfLearner
Male,Poland,Some college/university study without earning a bachelor's degree,3 to 5 years,Build and/or run a machine learning service that operationally improves your product or workflows,"Enough to code it again from scratch, albeit it may run slowly",10-25% of projects,16866.24,SelfLearner
Male,Poland,Master's degree,6 to 10 years,Build and/or run a machine learning service that operationally improves your product or workflows,Enough to code it from scratch and it will run blazingly fast and be super efficient,10-25% of projects,23612.736,ClassroomLearner
Male,Poland,Master's degree,1 to 2 years,Analyze and understand data to influence product or business decisions,"Enough to code it again from scratch, albeit it may run slowly",100% of projects,18552.864,MixLearner
Male,Poland,Bachelor's degree,More than 10 years,Analyze and understand data to influence product or business decisions,Enough to run the code / standard library,76-99% of projects,33732.48,SelfLearner
Male,Poland,Master's degree,More than 10 years,Analyze and understand data to influence product or business decisions,"Enough to code it again from scratch, albeit it may run slowly",26-50% of projects,22488.32,MixLearner
Male,Poland,Doctoral degree,More than 10 years,Research that advances the state of the art of machine learning,Enough to refine and innovate on the algorithm,10-25% of projects,25299.36,ClassroomLearner
Male,Belgium,Master's degree,1 to 2 years,Build prototypes to explore applying machine learning to new areas,"Enough to code it again from scratch, albeit it may run slowly",100% of projects,43177.5744,ClassroomLearner
Male,Poland,Master's degree,3 to 5 years,Build and/or run a machine learning service that operationally improves your product or workflows,Enough to refine and innovate on the algorithm,Less than 10% of projects,28110.4,ClassroomLearner
Male,Poland,Master's degree,More than 10 years,"Build and/or run the data infrastructure that your business uses for storing, analyzing, and operationalizing data",Enough to code it from scratch and it will run blazingly fast and be super efficient,Less than 10% of projects,84331.2,SelfLearner
Male,Poland,Master's degree,More than 10 years,Build prototypes to explore applying machine learning to new areas,Enough to refine and innovate on the algorithm,Less than 10% of projects,19677.28,SelfLearner
Male,Poland,Master's degree,3 to 5 years,"Build and/or run the data infrastructure that your business uses for storing, analyzing, and operationalizing data",Enough to explain the algorithm to someone non-technical,10-25% of projects,16866.24,MixLearner
Male,Poland,Bachelor's degree,1 to 2 years,Build and/or run a machine learning service that operationally improves your product or workflows,Enough to explain the algorithm to someone non-technical,51-75% of projects,12143.6928,ClassroomLearner
Male,Poland,Master's degree,3 to 5 years,Build prototypes to explore applying machine learning to new areas,Enough to explain the algorithm to someone non-technical,Less than 10% of projects,50598.72,MixLearner
Male,Poland,Master's degree,3 to 5 years,Build and/or run a machine learning service that operationally improves your product or workflows,"Enough to code it again from scratch, albeit it may run slowly",Less than 10% of projects,33732.48,MixLearner
Male,Poland,Master's degree,Less than a year,Analyze and understand data to influence product or business decisions,Enough to run the code / standard library,76-99% of projects,12143.6928,MixLearner
Male,Poland,Doctoral degree,6 to 10 years,Build prototypes to explore applying machine learning to new areas,Enough to refine and innovate on the algorithm,Less than 10% of projects,30921.44,MixLearner
Male,Poland,Master's degree,3 to 5 years,Build and/or run a machine learning service that operationally improves your product or workflows,"Enough to code it again from scratch, albeit it may run slowly",Less than 10% of projects,23612.736,SelfLearner
Male,Poland,Master's degree,3 to 5 years,Analyze and understand data to influence product or business decisions,"Enough to code it again from scratch, albeit it may run slowly",100% of projects,20239.488,MixLearner
Male,Poland,Master's degree,1 to 2 years,Build prototypes to explore applying machine learning to new areas,"Enough to code it again from scratch, albeit it may run slowly",100% of projects,28110.4,ClassroomLearner
Male,Poland,Bachelor's degree,3 to 5 years,Build prototypes to explore applying machine learning to new areas,Enough to explain the algorithm to someone non-technical,51-75% of projects,31538.46328,MixLearner
Male,Poland,Master's degree,3 to 5 years,Build and/or run a machine learning service that operationally improves your product or workflows,"Enough to code it again from scratch, albeit it may run slowly",Less than 10% of projects,39354.56,MixLearner
Female,Poland,Master's degree,6 to 10 years,Build prototypes to explore applying machine learning to new areas,"Enough to code it again from scratch, albeit it may run slowly",100% of projects,56220.8,ClassroomLearner
Male,Poland,Master's degree,1 to 2 years,Analyze and understand data to influence product or business decisions,Enough to explain the algorithm to someone non-technical,26-50% of projects,10119.744,MixLearner
Male,Poland,Doctoral degree,1 to 2 years,Build and/or run a machine learning service that operationally improves your product or workflows,Enough to explain the algorithm to someone non-technical,26-50% of projects,21251.4624,MixLearner
Male,Poland,Master's degree,6 to 10 years,Analyze and understand data to influence product or business decisions,Enough to explain the algorithm to someone non-technical,10-25% of projects,40478.976,SelfLearner
Male,Poland,Master's degree,6 to 10 years,Build and/or run a machine learning service that operationally improves your product or workflows,"Enough to code it again from scratch, albeit it may run slowly",76-99% of projects,33732.48,SelfLearner
Male,Poland,Master's degree,3 to 5 years,Build prototypes to explore applying machine learning to new areas,Enough to explain the algorithm to someone non-technical,76-99% of projects,23893.84,JobLearner
Male,Poland,Bachelor's degree,More than 10 years,Build prototypes to explore applying machine learning to new areas,Enough to code it from scratch and it will run blazingly fast and be super efficient,76-99% of projects,42165.6,ClassroomLearner
Male,Poland,Doctoral degree,Less than a year,Analyze and understand data to influence product or business decisions,Enough to tune the parameters properly,76-99% of projects,23893.84,SelfLearner
Male,Poland,Doctoral degree,More than 10 years,Other,Enough to explain the algorithm to someone non-technical,26-50% of projects,33732.48,MixLearner
Male,Poland,Master's degree,1 to 2 years,Analyze and understand data to influence product or business decisions,Enough to refine and innovate on the algorithm,26-50% of projects,56220.8,ClassroomLearner
Male,United Kingdom,Doctoral degree,More than 10 years,Build prototypes to explore applying machine learning to new areas,Enough to refine and innovate on the algorithm,76-99% of projects,172144.44,ClassroomLearner
Female,United Kingdom,Doctoral degree,1 to 2 years,"Build and/or run the data infrastructure that your business uses for storing, analyzing, and operationalizing data",Enough to explain the algorithm to someone non-technical,51-75% of projects,38401.452,MixLearner
Male,United Kingdom,Bachelor's degree,3 to 5 years,Analyze and understand data to influence product or business decisions,"Enough to code it again from scratch, albeit it may run slowly",76-99% of projects,59588.46,MixLearner
Male,United Kingdom,Master's degree,1 to 2 years,Analyze and understand data to influence product or business decisions,Enough to explain the algorithm to someone non-technical,76-99% of projects,56277.99,ClassroomLearner
Male,United Kingdom,Master's degree,6 to 10 years,Research that advances the state of the art of machine learning,Enough to refine and innovate on the algorithm,76-99% of projects,41049.828,SelfLearner
Male,United Kingdom,Master's degree,Less than a year,"Build and/or run the data infrastructure that your business uses for storing, analyzing, and operationalizing data",Enough to run the code / standard library,51-75% of projects,55615.896,SelfLearner
Male,United Kingdom,Some college/university study without earning a bachelor's degree,More than 10 years,"Build and/or run the data infrastructure that your business uses for storing, analyzing, and operationalizing data",Enough to explain the algorithm to someone non-technical,76-99% of projects,119176.92,ClassroomLearner
Male,United Kingdom,Professional degree,More than 10 years,Analyze and understand data to influence product or business decisions,Enough to explain the algorithm to someone non-technical,10-25% of projects,92693.16,SelfLearner
Male,United Kingdom,Doctoral degree,3 to 5 years,Build prototypes to explore applying machine learning to new areas,"Enough to code it again from scratch, albeit it may run slowly",100% of projects,72830.34,ClassroomLearner
Male,United Kingdom,Some college/university study without earning a bachelor's degree,6 to 10 years,Analyze and understand data to influence product or business decisions,"Enough to code it again from scratch, albeit it may run slowly",76-99% of projects,165523.5,SelfLearner
Male,United Kingdom,Master's degree,1 to 2 years,Build prototypes to explore applying machine learning to new areas,Enough to explain the algorithm to someone non-technical,51-75% of projects,33104.7,SelfLearner
Male,United Kingdom,Doctoral degree,1 to 2 years,Analyze and understand data to influence product or business decisions,"Enough to code it again from scratch, albeit it may run slowly",76-99% of projects,92693.16,ClassroomLearner
Male,United Kingdom,Bachelor's degree,1 to 2 years,"Build and/or run the data infrastructure that your business uses for storing, analyzing, and operationalizing data",Enough to run the code / standard library,Less than 10% of projects,55615.896,ClassroomLearner
Male,United Kingdom,Master's degree,6 to 10 years,Build prototypes to explore applying machine learning to new areas,Enough to explain the algorithm to someone non-technical,10-25% of projects,92693.16,SelfLearner
Male,United Kingdom,Bachelor's degree,More than 10 years,Analyze and understand data to influence product or business decisions,Enough to explain the algorithm to someone non-technical,51-75% of projects,66209.4,SelfLearner
Male,United Kingdom,Master's degree,1 to 2 years,Build and/or run a machine learning service that operationally improves your product or workflows,Enough to explain the algorithm to someone non-technical,51-75% of projects,66209.4,SelfLearner
Male,United Kingdom,Doctoral degree,More than 10 years,Build prototypes to explore applying machine learning to new areas,Enough to refine and innovate on the algorithm,51-75% of projects,86072.22,MixLearner
Male,United Kingdom,Doctoral degree,6 to 10 years,Analyze and understand data to influence product or business decisions,Enough to tune the parameters properly,100% of projects,70181.964,SelfLearner
Male,United Kingdom,Master's degree,3 to 5 years,Build prototypes to explore applying machine learning to new areas,"Enough to code it again from scratch, albeit it may run slowly",100% of projects,23835.384,MixLearner
Female,United Kingdom,Doctoral degree,6 to 10 years,Analyze and understand data to influence product or business decisions,Enough to tune the parameters properly,100% of projects,52967.52,MixLearner
Male,United Kingdom,Bachelor's degree,More than 10 years,Build and/or run a machine learning service that operationally improves your product or workflows,"Enough to code it again from scratch, albeit it may run slowly",76-99% of projects,52967.52,ClassroomLearner
Male,United Kingdom,Master's degree,3 to 5 years,Analyze and understand data to influence product or business decisions,Enough to explain the algorithm to someone non-technical,76-99% of projects,52967.52,ClassroomLearner
Male,United Kingdom,Master's degree,3 to 5 years,Build prototypes to explore applying machine learning to new areas,Enough to refine and innovate on the algorithm,51-75% of projects,41711.922,MixLearner
